customer_id,store_id,product_name,sales_date,sales_person_id,price,quantity,total_cost
76,123,meggi,2024-07-30,9,12,7,84
155,121,refined oil,2024-04-25,3,110,10,1100
69,124,sugar,2024-08-09,11,50,2,100
27,123,meggi,2024-06-07,9,12,3,36
165,122,quaker oats,2024-08-06,4,212,5,1060
11,124,atta,2024-04-06,10,60,2,120
102,121,maida,2024-05-26,1,20,8,160
14,124,maida,2024-07-15,12,20,4,80
158,122,clinic plus,2024-06-12,6,1.5,6,9.0
93,124,sugar,2024-03-24,10,50,10,500
3,122,maida,2024-08-08,5,20,5,100
50,121,nutrella,2024-08-09,2,40,5,200
32,121,clinic plus,2024-07-12,3,1.5,7,10.5
108,123,refined oil,2024-06-07,8,110,10,1100
84,122,refined oil,2024-03-07,5,110,7,770
66,121,refined oil,2024-07-16,1,110,10,1100
131,123,nutrella,2024-04-26,9,40,9,360
37,123,maida,2024-08-19,7,20,9,180
130,122,atta,2024-07-05,6,60,4,240
26,124,clinic plus,2024-03-25,12,1.5,3,4.5
89,122,dantkanti,2024-03-07,5,100,2,200
195,122,refined oil,2024-05-19,6,110,10,1100
63,122,nutrella,2024-05-27,6,40,8,320
181,123,atta,2024-07-30,9,60,8,480
80,121,besan,2024-08-02,2,52,1,52
199,122,nutrella,2024-03-15,4,40,3,120
32,123,nutrella,2024-04-22,9,40,9,360
33,124,clinic plus,2024-08-06,10,1.5,2,3.0
95,122,dantkanti,2024-06-12,6,100,7,700
77,124,clinic plus,2024-04-19,12,1.5,9,13.5
141,121,dantkanti,2024-08-06,3,100,10,1000
135,122,quaker oats,2024-06-24,4,212,8,1696
89,123,besan,2024-04-02,7,52,10,520
155,121,nutrella,2024-04-02,3,40,3,120
12,122,refined oil,2024-05-01,4,110,1,110
66,124,besan,2024-04-23,12,52,9,468
20,122,pasta,2024-04-15,5,15,2,30
69,123,nutrella,2024-07-28,8,40,4,160
116,122,clinic plus,2024-08-07,6,1.5,4,6.0
170,123,dantkanti,2024-04-02,8,100,6,600
54,121,maida,2024-06-21,1,20,10,200
32,124,meggi,2024-08-15,10,12,4,48
9,121,Rice,2024-06-26,1,70,2,140
94,123,meggi,2024-06-08,8,12,5,60
160,121,Rice,2024-06-13,2,70,5,350
31,124,refined oil,2024-08-09,11,110,1,110
123,124,nutrella,2024-04-23,12,40,4,160
154,122,clinic plus,2024-03-04,5,1.5,7,10.5
140,124,maida,2024-05-14,12,20,5,100
190,121,meggi,2024-05-12,1,12,7,84
38,124,meggi,2024-06-19,12,12,2,24
28,121,Rice,2024-04-29,2,70,7,490
147,124,Rice,2024-05-01,11,70,7,490
116,122,pasta,2024-06-06,4,15,5,75
37,121,maida,2024-06-12,1,20,5,100
71,123,maida,2024-07-19,8,20,7,140
44,123,sugar,2024-05-18,7,50,4,200
195,122,clinic plus,2024-03-13,4,1.5,3,4.5
116,122,Rice,2024-04-10,5,70,9,630
105,121,refined oil,2024-06-28,3,110,3,330
40,123,clinic plus,2024-08-12,7,1.5,6,9.0
65,124,sugar,2024-07-27,12,50,6,300
120,122,meggi,2024-03-22,5,12,5,60
55,122,dantkanti,2024-07-06,6,100,5,500
160,121,refined oil,2024-04-17,3,110,10,1100
180,123,sugar,2024-06-08,7,50,4,200
23,124,besan,2024-05-28,11,52,5,260
175,122,quaker oats,2024-08-08,6,212,8,1696
152,122,refined oil,2024-03-24,6,110,10,1100
87,122,refined oil,2024-07-08,4,110,9,990
70,123,pasta,2024-07-10,7,15,10,150
100,124,quaker oats,2024-04-13,11,212,9,1908
118,121,meggi,2024-06-30,2,12,9,108
124,124,besan,2024-08-04,11,52,8,416
192,122,besan,2024-03-05,4,52,3,156
74,121,pasta,2024-05-10,1,15,4,60
151,121,atta,2024-04-09,1,60,4,240
7,123,atta,2024-03-04,8,60,1,60
78,124,besan,2024-04-20,12,52,2,104
169,123,clinic plus,2024-07-05,7,1.5,10,15.0
17,124,Rice,2024-06-15,10,70,2,140
69,123,nutrella,2024-07-22,9,40,8,320
145,124,besan,2024-06-05,12,52,10,520
121,121,besan,2024-04-09,2,52,7,364
136,124,maida,2024-03-09,11,20,5,100
126,122,nutrella,2024-05-05,5,40,6,240
142,123,meggi,2024-03-17,7,12,7,84
85,122,dantkanti,2024-06-14,5,100,9,900
155,124,Rice,2024-06-20,11,70,7,490
78,124,maida,2024-03-22,10,20,2,40
138,121,sugar,2024-03-05,1,50,6,300
18,121,atta,2024-05-13,3,60,8,480
168,123,maida,2024-03-05,7,20,4,80
26,124,clinic plus,2024-03-18,10,1.5,4,6.0
41,123,clinic plus,2024-04-09,8,1.5,5,7.5
93,124,meggi,2024-07-28,12,12,8,96
165,123,refined oil,2024-07-12,9,110,2,220
30,121,quaker oats,2024-05-21,3,212,2,424
98,122,Rice,2024-05-03,6,70,9,630
171,123,meggi,2024-06-02,9,12,3,36
73,121,refined oil,2024-03-15,2,110,9,990
133,123,besan,2024-06-02,7,52,6,312
23,124,Rice,2024-04-08,10,70,9,630
184,124,besan,2024-04-20,12,52,8,416
195,124,nutrella,2024-03-27,10,40,1,40
108,124,pasta,2024-04-18,11,15,8,120
1,122,pasta,2024-06-15,5,15,4,60
178,123,Rice,2024-07-06,9,70,9,630
3,123,nutrella,2024-05-12,7,40,1,40
136,124,pasta,2024-05-16,12,15,8,120
34,123,maida,2024-03-11,8,20,8,160
92,123,clinic plus,2024-03-30,7,1.5,2,3.0
153,124,pasta,2024-04-15,12,15,1,15
96,122,clinic plus,2024-07-18,5,1.5,4,6.0
44,124,pasta,2024-06-21,12,15,3,45
24,122,refined oil,2024-05-02,4,110,10,1100
42,124,sugar,2024-07-28,11,50,3,150
159,122,atta,2024-05-24,4,60,5,300
175,121,atta,2024-03-03,2,60,4,240
68,124,maida,2024-04-30,11,20,4,80
24,123,besan,2024-03-24,8,52,1,52
39,123,sugar,2024-04-16,7,50,8,400
58,121,maida,2024-05-28,1,20,2,40
106,124,pasta,2024-05-18,11,15,4,60
127,123,clinic plus,2024-05-12,7,1.5,10,15.0
114,121,refined oil,2024-03-13,2,110,5,550
145,122,refined oil,2024-07-04,6,110,8,880
196,123,maida,2024-04-23,7,20,4,80
53,122,pasta,2024-06-22,6,15,9,135
93,124,clinic plus,2024-07-02,10,1.5,1,1.5
187,122,refined oil,2024-03-14,6,110,8,880
168,123,Rice,2024-04-27,8,70,3,210
166,121,pasta,2024-03-25,2,15,4,60
68,123,sugar,2024-07-17,8,50,7,350
9,122,refined oil,2024-06-15,6,110,10,1100
165,124,pasta,2024-05-04,11,15,6,90
193,123,dantkanti,2024-08-09,8,100,9,900
20,123,refined oil,2024-03-24,7,110,2,220
116,123,Rice,2024-03-03,7,70,1,70
105,124,dantkanti,2024-03-27,11,100,1,100
137,122,atta,2024-05-09,6,60,2,120
171,123,atta,2024-03-23,8,60,10,600
79,123,Rice,2024-03-07,7,70,9,630
96,124,clinic plus,2024-08-12,11,1.5,8,12.0
127,124,maida,2024-05-20,12,20,4,80
127,121,quaker oats,2024-03-08,1,212,9,1908
22,124,atta,2024-06-25,12,60,4,240
171,123,sugar,2024-03-30,8,50,2,100
71,121,atta,2024-05-11,2,60,8,480
47,123,besan,2024-05-08,7,52,10,520
189,123,refined oil,2024-05-21,7,110,5,550
110,124,meggi,2024-05-26,11,12,2,24
12,123,atta,2024-06-17,7,60,5,300
113,122,clinic plus,2024-08-20,5,1.5,2,3.0
106,121,quaker oats,2024-08-15,3,212,4,848
82,122,dantkanti,2024-08-18,4,100,1,100
9,123,atta,2024-03-03,7,60,5,300
58,124,meggi,2024-08-17,10,12,3,36
135,124,meggi,2024-08-05,11,12,1,12
94,121,sugar,2024-08-04,1,50,4,200
137,123,pasta,2024-06-24,9,15,5,75
94,121,meggi,2024-08-08,3,12,1,12
49,124,quaker oats,2024-04-06,11,212,4,848
136,124,pasta,2024-04-06,11,15,6,90
94,122,dantkanti,2024-04-16,5,100,9,900
127,124,dantkanti,2024-04-19,11,100,3,300
50,123,sugar,2024-05-22,9,50,6,300
188,123,atta,2024-07-08,9,60,1,60
193,124,meggi,2024-04-13,12,12,5,60
27,121,besan,2024-08-02,3,52,2,104
11,124,atta,2024-04-16,11,60,1,60
99,121,quaker oats,2024-05-28,1,212,7,1484
143,124,atta,2024-05-17,12,60,2,120
6,121,Rice,2024-03-06,2,70,1,70
147,121,pasta,2024-07-14,2,15,8,120
163,121,meggi,2024-04-14,2,12,4,48
27,122,pasta,2024-06-20,6,15,8,120
148,123,sugar,2024-08-20,7,50,5,250
121,124,meggi,2024-07-21,11,12,2,24
75,121,dantkanti,2024-04-06,2,100,4,400
27,124,clinic plus,2024-07-10,10,1.5,3,4.5
100,122,meggi,2024-03-04,6,12,9,108
42,121,quaker oats,2024-03-25,1,212,9,1908
150,123,atta,2024-07-16,8,60,3,180
100,124,Rice,2024-07-28,10,70,3,210
148,123,sugar,2024-07-27,7,50,6,300
125,122,besan,2024-04-10,5,52,6,312
146,122,refined oil,2024-06-14,6,110,8,880
194,123,refined oil,2024-03-08,9,110,9,990
40,121,meggi,2024-04-15,1,12,4,48
146,121,pasta,2024-06-07,1,15,8,120
111,121,dantkanti,2024-08-04,3,100,8,800
131,123,maida,2024-03-17,8,20,1,20
91,124,dantkanti,2024-03-16,11,100,5,500
164,121,nutrella,2024-05-23,2,40,2,80
195,124,meggi,2024-07-04,10,12,3,36
180,124,sugar,2024-03-05,11,50,7,350
162,122,refined oil,2024-06-17,4,110,5,550
65,121,maida,2024-04-03,1,20,8,160
9,122,meggi,2024-04-17,4,12,6,72
69,121,refined oil,2024-06-15,3,110,4,440
36,122,quaker oats,2024-03-07,4,212,9,1908
134,124,pasta,2024-03-09,12,15,2,30
122,124,besan,2024-08-09,10,52,6,312
125,124,dantkanti,2024-08-18,11,100,6,600
123,122,refined oil,2024-05-03,4,110,5,550
104,124,pasta,2024-07-10,11,15,4,60
35,122,pasta,2024-07-06,4,15,3,45
125,121,atta,2024-06-25,3,60,6,360
171,122,quaker oats,2024-03-21,6,212,2,424
149,123,maida,2024-08-03,8,20,10,200
20,122,meggi,2024-07-13,5,12,6,72
85,123,pasta,2024-03-24,8,15,8,120
121,121,maida,2024-07-09,2,20,1,20
137,124,nutrella,2024-07-27,11,40,5,200
176,121,nutrella,2024-05-04,3,40,7,280
55,121,refined oil,2024-05-12,2,110,8,880
89,122,refined oil,2024-04-24,5,110,9,990
157,124,clinic plus,2024-06-06,11,1.5,9,13.5
65,123,maida,2024-07-28,9,20,10,200
155,122,Rice,2024-06-17,5,70,7,490
39,121,sugar,2024-04-10,1,50,8,400
186,123,refined oil,2024-06-07,7,110,3,330
107,122,meggi,2024-03-25,5,12,1,12
91,123,dantkanti,2024-03-29,7,100,9,900
175,122,refined oil,2024-08-15,4,110,4,440
141,124,Rice,2024-07-18,12,70,1,70
121,121,pasta,2024-03-10,3,15,1,15
135,124,quaker oats,2024-08-09,10,212,8,1696
113,121,pasta,2024-06-14,1,15,5,75
13,122,sugar,2024-08-03,4,50,3,150
47,123,maida,2024-05-02,8,20,5,100
8,124,quaker oats,2024-07-29,12,212,9,1908
16,122,quaker oats,2024-07-10,4,212,6,1272
77,124,pasta,2024-03-31,12,15,2,30
17,123,dantkanti,2024-08-02,7,100,4,400
139,121,dantkanti,2024-06-18,3,100,2,200
75,121,meggi,2024-05-27,3,12,2,24
148,122,refined oil,2024-03-26,6,110,9,990
71,122,Rice,2024-05-05,5,70,1,70
52,124,refined oil,2024-08-19,10,110,4,440
47,122,clinic plus,2024-03-14,4,1.5,7,10.5
180,124,Rice,2024-03-11,10,70,2,140
50,123,clinic plus,2024-05-24,9,1.5,6,9.0
164,121,maida,2024-07-17,3,20,7,140
65,121,maida,2024-08-12,1,20,5,100
167,124,meggi,2024-05-01,11,12,6,72
14,121,quaker oats,2024-07-17,1,212,9,1908
149,122,nutrella,2024-07-28,6,40,7,280
152,124,Rice,2024-05-04,11,70,3,210
9,124,maida,2024-05-02,11,20,4,80
141,124,meggi,2024-05-09,12,12,9,108
119,124,nutrella,2024-05-19,11,40,5,200
109,122,besan,2024-03-13,5,52,8,416
19,124,meggi,2024-03-22,11,12,3,36
44,121,dantkanti,2024-03-08,1,100,6,600
170,122,besan,2024-05-13,4,52,8,416
64,122,atta,2024-07-11,5,60,3,180
195,121,quaker oats,2024-03-13,3,212,1,212
125,124,refined oil,2024-03-13,12,110,6,660
171,122,besan,2024-05-14,4,52,9,468
180,124,Rice,2024-07-10,11,70,9,630
22,124,dantkanti,2024-04-30,11,100,10,1000
8,124,clinic plus,2024-07-23,12,1.5,1,1.5
2,122,sugar,2024-05-31,4,50,5,250
126,123,nutrella,2024-07-19,9,40,10,400
4,123,sugar,2024-05-29,8,50,2,100
97,122,besan,2024-07-31,6,52,2,104
174,124,nutrella,2024-03-25,11,40,3,120
47,123,maida,2024-06-26,7,20,2,40
189,122,quaker oats,2024-08-09,5,212,9,1908
55,124,pasta,2024-08-01,10,15,5,75
180,121,dantkanti,2024-06-24,2,100,4,400
99,124,Rice,2024-07-02,12,70,8,560
58,121,atta,2024-05-23,3,60,1,60
183,122,dantkanti,2024-08-02,6,100,6,600
186,123,clinic plus,2024-03-29,8,1.5,6,9.0
54,122,clinic plus,2024-08-19,6,1.5,5,7.5
7,122,meggi,2024-03-19,4,12,6,72
155,121,meggi,2024-06-17,1,12,6,72
108,122,dantkanti,2024-04-21,6,100,10,1000
22,124,nutrella,2024-03-27,11,40,7,280
27,122,clinic plus,2024-07-29,6,1.5,5,7.5
191,121,Rice,2024-04-01,1,70,3,210
71,121,nutrella,2024-04-24,3,40,4,160
33,124,quaker oats,2024-05-24,10,212,7,1484
89,122,refined oil,2024-05-03,4,110,6,660
153,121,Rice,2024-03-09,2,70,5,350
105,124,besan,2024-04-07,11,52,4,208
95,121,refined oil,2024-07-21,2,110,1,110
132,124,sugar,2024-07-05,11,50,4,200
18,121,nutrella,2024-04-21,3,40,7,280
93,124,besan,2024-06-12,11,52,1,52
60,122,Rice,2024-03-03,6,70,8,560
183,124,meggi,2024-05-04,10,12,8,96
60,122,clinic plus,2024-05-28,4,1.5,8,12.0
132,124,maida,2024-03-24,12,20,3,60
15,121,Rice,2024-06-12,2,70,10,700
99,124,atta,2024-04-09,12,60,9,540
116,122,quaker oats,2024-07-13,4,212,1,212
112,122,clinic plus,2024-07-24,5,1.5,7,10.5
135,122,atta,2024-04-04,5,60,5,300
102,121,dantkanti,2024-04-13,1,100,5,500
97,122,Rice,2024-05-01,5,70,3,210
162,122,nutrella,2024-07-03,5,40,10,400
126,123,Rice,2024-05-04,7,70,9,630
196,124,maida,2024-04-07,10,20,3,60
18,121,pasta,2024-05-05,1,15,4,60
26,124,maida,2024-06-18,11,20,2,40
175,121,nutrella,2024-05-24,2,40,4,160
165,121,sugar,2024-05-22,2,50,2,100
11,121,atta,2024-06-18,2,60,1,60
49,123,besan,2024-05-26,8,52,10,520
40,121,refined oil,2024-06-21,1,110,8,880
169,122,dantkanti,2024-08-18,6,100,5,500
163,124,atta,2024-08-04,10,60,3,180
89,124,dantkanti,2024-08-01,11,100,1,100
159,121,nutrella,2024-05-11,2,40,9,360
13,122,meggi,2024-04-26,4,12,6,72
156,124,pasta,2024-08-05,10,15,3,45
189,121,pasta,2024-03-04,2,15,5,75
22,124,atta,2024-07-14,10,60,9,540
183,124,atta,2024-04-18,10,60,1,60
137,123,refined oil,2024-08-08,8,110,3,330
58,121,clinic plus,2024-06-20,2,1.5,1,1.5
180,121,dantkanti,2024-03-31,3,100,7,700
195,124,pasta,2024-05-13,10,15,5,75
132,121,quaker oats,2024-03-11,2,212,1,212
16,123,refined oil,2024-05-15,8,110,3,330
103,123,maida,2024-07-02,7,20,5,100
188,123,refined oil,2024-07-27,8,110,1,110
30,123,dantkanti,2024-08-08,8,100,5,500
47,121,clinic plus,2024-05-04,1,1.5,3,4.5
68,121,clinic plus,2024-03-13,2,1.5,10,15.0
67,121,nutrella,2024-05-04,2,40,7,280
148,123,meggi,2024-04-27,8,12,9,108
3,121,Rice,2024-06-11,3,70,7,490
10,124,dantkanti,2024-04-28,11,100,1,100
106,124,quaker oats,2024-03-20,11,212,9,1908
55,123,quaker oats,2024-03-08,8,212,10,2120
91,124,maida,2024-06-20,10,20,3,60
168,124,besan,2024-05-24,12,52,3,156
145,123,sugar,2024-03-14,8,50,1,50
7,122,quaker oats,2024-06-19,4,212,2,424
14,122,Rice,2024-03-25,6,70,7,490
107,123,pasta,2024-05-23,9,15,8,120
58,122,refined oil,2024-07-28,5,110,10,1100
47,121,Rice,2024-08-13,2,70,6,420
126,122,nutrella,2024-04-22,5,40,5,200
82,124,dantkanti,2024-07-14,12,100,5,500
177,123,Rice,2024-04-24,9,70,7,490
114,123,nutrella,2024-04-18,7,40,4,160
4,121,pasta,2024-03-04,2,15,9,135
150,124,quaker oats,2024-08-03,12,212,3,636
84,121,sugar,2024-07-06,1,50,9,450
11,123,meggi,2024-06-06,7,12,5,60
116,124,pasta,2024-08-14,11,15,10,150
143,123,besan,2024-04-26,8,52,1,52
190,122,Rice,2024-05-19,6,70,6,420
70,121,pasta,2024-05-03,2,15,4,60
2,123,atta,2024-04-30,9,60,10,600
54,121,pasta,2024-04-15,3,15,5,75
154,122,refined oil,2024-04-01,5,110,5,550
24,123,besan,2024-05-28,9,52,10,520
146,122,besan,2024-03-28,4,52,3,156
88,121,sugar,2024-05-10,1,50,10,500
69,123,besan,2024-05-11,7,52,4,208
197,122,sugar,2024-04-07,6,50,7,350
188,121,clinic plus,2024-06-30,1,1.5,3,4.5
36,124,refined oil,2024-06-05,10,110,8,880
22,123,nutrella,2024-06-23,7,40,6,240
124,122,Rice,2024-03-27,4,70,7,490
3,122,quaker oats,2024-03-25,4,212,2,424
50,122,pasta,2024-03-23,4,15,9,135
8,124,atta,2024-07-28,10,60,3,180
181,123,refined oil,2024-05-02,8,110,3,330
174,124,Rice,2024-05-23,11,70,2,140
166,121,clinic plus,2024-07-17,1,1.5,8,12.0
17,121,refined oil,2024-03-17,3,110,6,660
54,122,Rice,2024-05-21,4,70,5,350
67,123,quaker oats,2024-04-14,9,212,8,1696
147,122,refined oil,2024-07-14,6,110,10,1100
146,124,quaker oats,2024-08-14,12,212,8,1696
190,124,pasta,2024-04-22,11,15,10,150
65,123,meggi,2024-04-23,8,12,9,108
23,122,dantkanti,2024-06-24,4,100,3,300
18,121,besan,2024-05-31,2,52,8,416
43,124,besan,2024-06-01,11,52,10,520
197,124,besan,2024-04-01,10,52,5,260
37,123,meggi,2024-06-29,9,12,8,96
143,124,besan,2024-08-17,11,52,7,364
32,124,refined oil,2024-03-28,10,110,3,330
83,122,sugar,2024-08-18,6,50,1,50
112,123,Rice,2024-08-06,9,70,2,140
38,121,nutrella,2024-03-05,2,40,4,160
25,124,besan,2024-05-06,12,52,8,416
111,121,sugar,2024-08-18,3,50,4,200
18,121,refined oil,2024-07-10,3,110,2,220
47,123,clinic plus,2024-06-22,8,1.5,9,13.5
128,122,clinic plus,2024-06-07,4,1.5,6,9.0
66,121,nutrella,2024-04-29,2,40,9,360
8,124,besan,2024-04-14,11,52,9,468
26,122,besan,2024-05-23,4,52,6,312
165,123,atta,2024-06-07,7,60,10,600
82,122,atta,2024-06-17,6,60,10,600
35,124,dantkanti,2024-05-17,11,100,2,200
191,122,maida,2024-07-18,6,20,5,100
16,123,Rice,2024-05-23,7,70,8,560
92,123,dantkanti,2024-03-23,7,100,10,1000
155,122,refined oil,2024-06-14,6,110,6,660
197,121,nutrella,2024-04-28,2,40,8,320
24,124,meggi,2024-08-01,12,12,4,48
100,124,Rice,2024-05-11,10,70,8,560
45,124,dantkanti,2024-04-09,12,100,4,400
62,122,Rice,2024-04-24,5,70,4,280
164,122,sugar,2024-05-22,6,50,7,350
147,124,dantkanti,2024-07-15,11,100,9,900
195,124,pasta,2024-06-19,11,15,9,135
21,124,meggi,2024-07-13,12,12,5,60
147,122,atta,2024-05-14,5,60,4,240
74,121,atta,2024-08-16,2,60,7,420
47,121,sugar,2024-04-27,1,50,5,250
123,123,nutrella,2024-04-13,7,40,1,40
5,122,nutrella,2024-03-29,4,40,7,280
13,123,sugar,2024-04-14,7,50,7,350
190,123,Rice,2024-03-03,8,70,3,210
198,121,meggi,2024-08-17,2,12,7,84
6,121,refined oil,2024-04-01,2,110,9,990
67,124,dantkanti,2024-06-22,11,100,1,100
100,123,refined oil,2024-08-07,8,110,6,660
48,121,meggi,2024-05-27,3,12,5,60
54,123,maida,2024-07-12,8,20,3,60
89,124,atta,2024-03-28,10,60,1,60
6,123,clinic plus,2024-03-03,8,1.5,1,1.5
80,122,besan,2024-06-14,5,52,5,260
5,121,refined oil,2024-03-25,3,110,5,550
54,124,clinic plus,2024-08-08,10,1.5,10,15.0
123,121,refined oil,2024-06-26,2,110,2,220
95,123,atta,2024-06-08,8,60,1,60
197,123,nutrella,2024-08-07,8,40,7,280
92,124,meggi,2024-04-19,11,12,9,108
71,121,besan,2024-03-19,1,52,3,156
126,122,dantkanti,2024-03-04,6,100,2,200
171,121,meggi,2024-05-05,3,12,7,84
86,122,refined oil,2024-05-13,5,110,8,880
36,123,Rice,2024-07-18,7,70,3,210
156,121,meggi,2024-07-26,1,12,10,120
186,124,meggi,2024-05-16,11,12,4,48
20,122,pasta,2024-06-26,6,15,1,15
169,122,maida,2024-07-12,5,20,8,160
30,123,refined oil,2024-06-27,9,110,1,110
142,121,atta,2024-06-22,2,60,9,540
98,123,besan,2024-07-14,8,52,7,364
93,121,dantkanti,2024-05-08,2,100,6,600
101,124,sugar,2024-06-27,11,50,4,200
168,122,pasta,2024-05-13,6,15,5,75
108,122,dantkanti,2024-05-06,5,100,4,400
33,121,maida,2024-03-27,2,20,7,140
170,123,dantkanti,2024-06-10,9,100,3,300
137,124,pasta,2024-07-11,12,15,3,45
64,124,refined oil,2024-04-21,11,110,10,1100
54,122,Rice,2024-05-06,4,70,4,280
112,122,nutrella,2024-05-16,6,40,6,240
4,121,quaker oats,2024-05-08,1,212,10,2120
188,123,maida,2024-05-12,7,20,9,180
117,123,atta,2024-06-15,7,60,1,60
19,123,Rice,2024-03-13,9,70,5,350
178,124,refined oil,2024-03-31,10,110,9,990
42,123,clinic plus,2024-03-26,8,1.5,6,9.0
51,124,besan,2024-04-03,11,52,10,520
139,124,atta,2024-08-12,12,60,3,180
135,124,pasta,2024-07-17,12,15,9,135
6,122,clinic plus,2024-08-18,6,1.5,7,10.5
123,121,besan,2024-07-08,1,52,4,208
53,121,meggi,2024-06-02,2,12,10,120
195,123,pasta,2024-05-27,7,15,10,150
93,122,quaker oats,2024-08-02,6,212,1,212
187,124,sugar,2024-06-22,10,50,1,50
65,122,meggi,2024-04-15,6,12,8,96
52,123,sugar,2024-03-30,9,50,9,450
55,121,sugar,2024-07-06,2,50,1,50
29,121,Rice,2024-05-03,1,70,3,210
122,123,Rice,2024-05-27,9,70,1,70
182,123,pasta,2024-03-06,8,15,1,15
142,121,sugar,2024-07-17,1,50,8,400
47,121,besan,2024-04-11,3,52,5,260
46,123,maida,2024-05-21,7,20,7,140
102,121,meggi,2024-06-23,2,12,1,12
83,121,sugar,2024-07-13,1,50,3,150
152,121,atta,2024-05-16,2,60,3,180
10,123,atta,2024-06-28,7,60,8,480
36,122,quaker oats,2024-05-12,4,212,1,212
125,123,dantkanti,2024-03-30,9,100,3,300
64,124,sugar,2024-06-13,12,50,5,250
41,124,quaker oats,2024-03-14,12,212,2,424
129,122,dantkanti,2024-07-10,6,100,10,1000
16,122,sugar,2024-08-14,6,50,1,50
150,124,atta,2024-03-24,10,60,9,540
170,123,sugar,2024-05-17,9,50,10,500
33,122,Rice,2024-06-13,6,70,4,280
29,122,nutrella,2024-03-30,4,40,5,200
155,124,meggi,2024-08-10,11,12,9,108
194,121,refined oil,2024-07-14,3,110,9,990
114,123,refined oil,2024-03-30,7,110,6,660
61,123,maida,2024-08-11,7,20,3,60
35,121,Rice,2024-03-04,2,70,2,140
42,124,refined oil,2024-03-03,10,110,2,220
44,124,meggi,2024-08-10,12,12,8,96
198,123,maida,2024-08-06,8,20,4,80
121,124,clinic plus,2024-03-11,10,1.5,4,6.0
56,121,atta,2024-05-09,2,60,3,180
39,121,clinic plus,2024-08-17,2,1.5,7,10.5
62,124,atta,2024-07-15,12,60,6,360
96,121,nutrella,2024-06-25,1,40,9,360
39,121,dantkanti,2024-05-16,1,100,9,900
136,122,quaker oats,2024-07-25,6,212,7,1484
42,121,meggi,2024-03-29,2,12,4,48
99,121,sugar,2024-07-11,1,50,10,500
40,123,besan,2024-08-01,8,52,2,104
64,123,quaker oats,2024-03-05,7,212,9,1908
26,122,sugar,2024-04-04,6,50,2,100
127,121,pasta,2024-08-18,3,15,9,135
140,122,maida,2024-06-03,4,20,2,40
9,124,clinic plus,2024-08-02,11,1.5,1,1.5
125,122,pasta,2024-06-05,5,15,3,45
107,122,clinic plus,2024-07-29,6,1.5,7,10.5
123,122,Rice,2024-05-18,6,70,6,420
126,123,meggi,2024-04-10,7,12,3,36
175,124,pasta,2024-05-22,11,15,9,135
163,122,meggi,2024-05-17,5,12,4,48
46,123,sugar,2024-06-15,9,50,3,150
66,124,sugar,2024-03-30,10,50,2,100
136,121,sugar,2024-03-13,2,50,3,150
61,123,clinic plus,2024-05-27,8,1.5,4,6.0
9,124,refined oil,2024-05-21,10,110,3,330
88,124,sugar,2024-07-09,10,50,1,50
88,122,atta,2024-03-12,5,60,6,360
196,123,nutrella,2024-03-16,8,40,1,40
72,122,refined oil,2024-08-10,6,110,6,660
20,123,dantkanti,2024-08-01,8,100,2,200
152,121,clinic plus,2024-04-03,1,1.5,4,6.0
11,123,clinic plus,2024-05-18,7,1.5,8,12.0
132,124,clinic plus,2024-06-19,12,1.5,5,7.5
90,121,dantkanti,2024-07-22,1,100,9,900
116,121,sugar,2024-06-05,1,50,6,300
165,122,clinic plus,2024-03-20,5,1.5,1,1.5
136,124,clinic plus,2024-05-04,12,1.5,7,10.5
120,124,maida,2024-03-09,12,20,3,60
181,123,meggi,2024-04-27,7,12,3,36
102,121,refined oil,2024-05-18,3,110,8,880
117,121,meggi,2024-06-22,2,12,6,72
15,124,clinic plus,2024-08-11,12,1.5,9,13.5
73,121,besan,2024-06-07,1,52,9,468
69,121,sugar,2024-08-13,1,50,9,450
139,122,refined oil,2024-03-09,4,110,3,330
6,123,pasta,2024-07-11,8,15,8,120
186,122,maida,2024-03-30,5,20,4,80
129,124,Rice,2024-04-13,10,70,6,420
21,121,nutrella,2024-03-20,1,40,3,120
17,124,refined oil,2024-05-12,11,110,9,990
81,121,clinic plus,2024-05-04,1,1.5,2,3.0
103,121,besan,2024-07-11,3,52,3,156
150,122,sugar,2024-03-15,4,50,2,100
133,124,dantkanti,2024-03-07,12,100,10,1000
147,123,clinic plus,2024-03-12,9,1.5,7,10.5
158,123,clinic plus,2024-06-22,8,1.5,3,4.5
121,122,Rice,2024-03-11,6,70,1,70
18,122,sugar,2024-06-10,6,50,5,250
4,124,besan,2024-07-20,10,52,6,312
7,122,pasta,2024-04-30,5,15,10,150
157,121,Rice,2024-07-23,1,70,3,210
152,123,meggi,2024-04-08,7,12,2,24
59,123,atta,2024-03-10,9,60,5,300
132,123,maida,2024-03-29,7,20,5,100
162,123,nutrella,2024-07-01,8,40,10,400
171,123,besan,2024-08-10,7,52,8,416
187,123,Rice,2024-08-04,7,70,10,700
136,121,dantkanti,2024-04-21,2,100,5,500
173,123,pasta,2024-04-06,8,15,1,15
116,122,refined oil,2024-03-31,6,110,4,440
105,123,clinic plus,2024-06-30,7,1.5,1,1.5
123,124,clinic plus,2024-04-26,10,1.5,9,13.5
3,124,quaker oats,2024-03-27,10,212,1,212
4,121,Rice,2024-04-29,3,70,4,280
5,123,Rice,2024-07-12,9,70,10,700
